 Gene_name,PValue,logFC,,,,
1560091_a_at,0.36914985,-0.09700672,,,,
227284_at,0.36920609,0.11441948,,,,
207017_at,0.36924647,0.18418656,,,,
226506_at,0.36926365,-0.25632477,,,,
203212_s_at,0.36931966,0.13911385,,,,
220654_at,0.36935392,-0.05925217,,,,
209214_s_at,0.36936981,-0.07683529,,,,
212366_at,0.3694036,0.18225703,,,,
1562932_at,0.36940955,-0.04821206,,,,
244343_at,0.36941174,0.06029814,,,,
221533_at,0.36943618,-0.07494161,,,,
219145_at,0.36943716,-0.12738271,,,,
227511_at,0.36943974,-0.12644378,,,,
227788_at,0.36947508,0.11509881,,,,
200603_at,0.3695025,0.12197554,,,,
1553684_at,0.36954254,0.13545052,,,,
219682_s_at,0.3695469,0.39922805,,,,
212515_s_at,0.36956426,-0.1016555,,,,
211487_x_at,0.36965754,0.07143545,,,,
233052_at,0.36966402,0.06956101,,,,
229988_at,0.36967639,-0.06491873,,,,
216485_s_at,0.36969671,-0.05684793,,,,
227606_s_at,0.36971074,-0.26645616,,,,
204820_s_at,0.3697235,-0.22498561,,,,
242180_at,0.36974133,-0.07541122,,,,
209087_x_at,0.36975681,0.22909273,,,,
240054_at,0.36978369,-0.09261984,,,,
205311_at,0.36979598,-0.56002602,,,,
235915_at,0.36982446,0.63214743,,,,
1562190_at,0.3698607,0.0404594,,,,
230210_at,0.36986323,-0.09524558,,,,
212824_at,0.36986527,-0.08110369,,,,
241985_at,0.36988645,0.19297928,,,,
218758_s_at,0.36992435,0.11146516,,,,
201439_at,0.36995109,-0.09755057,,,,
221062_at,0.36997522,0.07901355,,,,
225051_at,0.3699865,-0.15741757,,,,
218250_s_at,0.37000025,0.11245977,,,,
1562349_at,0.37000258,-0.04540729,,,,
40284_at,0.37003642,-0.44399741,,,,
216097_at,0.37005681,-0.03891637,,,,
230761_at,0.37006172,-0.07590599,,,,
205230_at,0.37007576,-0.05517716,,,,
1570515_a_at,0.37007585,0.27988975,,,,
1553329_at,0.37009639,-0.04615961,,,,
233724_at,0.37012189,0.05426162,,,,
218899_s_at,0.37013854,0.2318926,,,,
204511_at,0.37016467,-0.15707329,,,,
204488_at,0.37017271,0.09774966,,,,
237588_at,0.37018914,-0.04484908,,,,
201652_at,0.3701948,0.13021671,,,,
244425_at,0.37019587,-0.11941846,,,,
221938_x_at,0.37021584,-0.10093432,,,,
221591_s_at,0.37021827,0.17215631,,,,
227781_x_at,0.37023242,-0.09260557,,,,
232860_x_at,0.37023271,-0.11356485,,,,
215783_s_at,0.37024299,-0.23807407,,,,
205541_s_at,0.37026017,0.31564882,,,,
214164_x_at,0.37026846,-0.4732074,,,,
221411_at,0.37033762,0.05115072,,,,
225512_at,0.37033872,-0.16498049,,,,
229681_at,0.37034026,-0.07204083,,,,
1565265_at,0.37034135,-0.04836064,,,,
239808_at,0.37038945,0.10098435,,,,
1567028_s_at,0.37042616,0.08418849,,,,
241286_at,0.37042657,-0.05796978,,,,
208076_at,0.37043625,0.07184556,,,,
225040_s_at,0.37045705,0.12279521,,,,
243940_at,0.37046205,0.30032092,,,,
220122_at,0.37053943,0.30665125,,,,
1560954_at,0.37055999,0.05652881,,,,
244324_at,0.37056299,0.17960862,,,,
227126_at,0.37059237,0.23116432,,,,
241139_at,0.37067721,0.03985549,,,,
244392_at,0.37069385,-0.04945594,,,,
218644_at,0.37069778,-0.27762785,,,,
222919_at,0.37074859,0.40795122,,,,
212633_at,0.37074866,0.13425101,,,,
1557646_at,0.3707606,-0.03829435,,,,
224169_at,0.37076597,-0.15254132,,,,
1556781_at,0.37077897,-0.04008876,,,,
216207_x_at,0.37078133,-0.44115308,,,,
214531_s_at,0.37079939,-0.14035977,,,,
202349_at,0.37084372,0.09572015,,,,
203917_at,0.37085351,0.42234827,,,,
207689_at,0.37087752,-0.08231156,,,,
208929_x_at,0.370907,-0.07363859,,,,
244049_at,0.37090793,0.09322216,,,,
204180_s_at,0.3709208,0.13739075,,,,
235309_at,0.37092219,-0.19567346,,,,
200607_s_at,0.37095265,-0.21740719,,,,
215560_x_at,0.37095852,0.06018741,,,,
219411_at,0.37096986,-0.25916792,,,,
235344_at,0.37098053,-0.12335423,,,,
238912_x_at,0.37098646,0.14929755,,,,
203244_at,0.37108244,0.11309085,,,,
219340_s_at,0.37108652,-0.14113633,,,,
243815_at,0.37115567,0.10565334,,,,
239840_at,0.37116265,-0.0576208,,,,
40273_at,0.37121307,-0.09928092,,,,
238279_x_at,0.37121458,0.07186075,,,,
241959_at,0.37122903,0.18054772,,,,
242078_at,0.371232,-0.08167092,,,,
57532_at,0.37124522,0.10520286,,,,
225822_at,0.37127272,-0.37049623,,,,
1559148_at,0.37127323,-0.08509728,,,,
1559965_at,0.3713146,0.16866542,,,,
229362_at,0.37132392,0.13894896,,,,
212902_at,0.37132751,0.16212376,,,,
1557892_at,0.37134478,-0.06893979,,,,
232524_x_at,0.3713491,0.11538633,,,,
237838_at,0.37135028,-0.04824151,,,,
212423_at,0.37137896,0.28370471,,,,
1553812_at,0.37140032,-0.09830775,,,,
1556648_a_at,0.37144686,-0.05089829,,,,
218427_at,0.37149447,-0.11836595,,,,
234006_s_at,0.37149903,-0.06225893,,,,
214254_at,0.37157755,-0.38355767,,,,
241119_at,0.37167782,-0.05196079,,,,
217546_at,0.37169754,0.56177415,,,,
232951_at,0.37170618,0.13756368,,,,
219825_at,0.37175605,0.37893505,,,,
233265_at,0.37175637,0.09280544,,,,
236160_at,0.37176654,-0.1084597,,,,
206541_at,0.37176667,0.49969995,,,,
222252_x_at,0.37178904,0.07452727,,,,
203969_at,0.37179399,0.06315226,,,,
228106_at,0.3718454,-0.16179552,,,,
228211_at,0.37185972,0.10813681,,,,
240695_at,0.37186714,0.05066532,,,,
219424_at,0.37188607,-0.14255919,,,,
232687_at,0.37189213,-0.25381807,,,,
213349_at,0.37191041,0.17516367,,,,
215278_at,0.37193708,-0.05372646,,,,
223458_at,0.37194888,-0.17694777,,,,
221249_s_at,0.37195736,0.13083759,,,,
209973_at,0.371962,0.09987514,,,,
210645_s_at,0.37199279,0.13192614,,,,
227472_at,0.37204208,-0.07743713,,,,
222115_x_at,0.37206459,-0.10203572,,,,
209718_at,0.37208699,-0.07128068,,,,
229414_at,0.37213157,0.19580677,,,,
229963_at,0.37216536,0.36294803,,,,
203978_at,0.37218172,-0.12277456,,,,
1555405_at,0.37220534,-0.05843307,,,,
244818_at,0.37220629,-0.06500336,,,,
220598_at,0.37222361,0.09570041,,,,
241111_at,0.37223713,0.1227145,,,,
200020_at,0.37223735,0.06889227,,,,
240713_s_at,0.37225058,-0.1154157,,,,
1568733_at,0.37228923,-0.1187604,,,,
213345_at,0.37231672,0.10378237,,,,
222916_s_at,0.37234442,-0.15708113,,,,
216294_s_at,0.37238679,-0.07266806,,,,
233911_s_at,0.3723883,0.13037131,,,,
208132_x_at,0.37239275,0.11503415,,,,
234702_x_at,0.3724175,-0.0424948,,,,
233768_at,0.37247054,-0.07969403,,,,
213672_at,0.37247256,-0.14992887,,,,
226040_at,0.37247734,-0.15893295,,,,
218290_at,0.3725125,-0.13548553,,,,
203297_s_at,0.37253075,0.17440499,,,,
211875_x_at,0.37253756,-0.10372669,,,,
202692_s_at,0.3725446,0.08925809,,,,
1560686_at,0.37254912,-0.09873511,,,,
231573_at,0.37255437,0.08553227,,,,
232694_at,0.37260238,-0.07270502,,,,
1557749_at,0.37262128,-0.14944246,,,,
1558809_s_at,0.37266164,0.12025656,,,,
215105_at,0.37275795,-0.06093033,,,,
1569021_at,0.37277409,0.06922039,,,,
229435_at,0.37278995,0.34597574,,,,
1562825_at,0.37281291,-0.06111709,,,,
235882_at,0.37287786,-0.15056755,,,,
210312_s_at,0.37291664,0.11336162,,,,
206300_s_at,0.3729182,0.3664258,,,,
211496_s_at,0.37297163,-0.04340704,,,,
222657_s_at,0.37298654,0.1214777,,,,
227567_at,0.37300535,0.18248244,,,,
214602_at,0.37301903,-0.19823191,,,,
242100_at,0.37305183,0.27194423,,,,
231201_at,0.37305355,0.09972372,,,,
228152_s_at,0.37306987,-0.28442348,,,,
217982_s_at,0.37308615,0.08504943,,,,
226482_s_at,0.37309507,0.356804,,,,
226215_s_at,0.37310045,0.14788447,,,,
228253_at,0.37314185,-0.14314683,,,,
213952_s_at,0.37315717,-0.07754757,,,,
241034_at,0.37317307,-0.04122629,,,,
235636_at,0.37317353,-0.0566946,,,,
223264_at,0.37318768,-0.12912075,,,,
231981_at,0.37321113,0.28439479,,,,
237505_at,0.37324024,-0.06078023,,,,
226069_at,0.37324639,0.37587417,,,,
227972_at,0.37325386,-0.11254848,,,,
228374_at,0.37326573,-0.1084623,,,,
204401_at,0.3732695,-0.40744967,,,,
243650_at,0.37327446,-0.07873652,,,,
204627_s_at,0.37328299,-0.24468188,,,,
237121_at,0.37332629,0.09729731,,,,
235039_x_at,0.37338587,0.18582242,,,,
1556299_s_at,0.37344667,-0.12796472,,,,
209894_at,0.37346664,0.43935454,,,,
239799_at,0.37349406,0.18637906,,,,
235438_at,0.37349971,0.33110751,,,,
223643_at,0.37351451,0.06420869,,,,
239634_at,0.37352187,-0.05518114,,,,
226749_at,0.37353824,0.1320166,,,,
243622_at,0.37356034,0.06835368,,,,
237535_x_at,0.37356365,0.04375102,,,,
221984_s_at,0.37366488,0.10681971,,,,
1570033_at,0.37367023,-0.0537699,,,,
204325_s_at,0.37367709,-0.13177921,,,,
1570395_a_at,0.37369393,0.07365885,,,,
241442_at,0.37373441,0.10294661,,,,
1552548_at,0.37374694,-0.05393387,,,,
231430_at,0.37378918,0.10941908,,,,
1558759_s_at,0.37379182,-0.05926959,,,,
227697_at,0.37383483,0.29061339,,,,
225314_at,0.37383591,-0.25957385,,,,
228132_at,0.37384522,-0.24075142,,,,
1564439_a_at,0.37385734,-0.06371729,,,,
209705_at,0.37386993,0.13531696,,,,
244277_at,0.37389041,0.05764261,,,,
1568625_at,0.37389306,-0.05973186,,,,
1557073_s_at,0.37389867,0.13056877,,,,
1562089_at,0.37395805,-0.05822288,,,,
234097_s_at,0.37399354,-0.03677749,,,,
231663_s_at,0.3740002,0.29619561,,,,
243866_x_at,0.37405232,0.06051286,,,,
209205_s_at,0.37405928,0.28648031,,,,
1566267_at,0.37406053,0.07406847,,,,
203370_s_at,0.37406221,-0.13123093,,,,
226167_at,0.37406816,-0.21041149,,,,
1556175_at,0.37408933,-0.0797733,,,,
1564937_at,0.37412617,-0.04301334,,,,
231465_at,0.37412802,-0.04135011,,,,
211433_x_at,0.37413249,-0.07632562,,,,
1562098_at,0.37413262,0.09683566,,,,
200932_s_at,0.37415859,-0.10500198,,,,
204085_s_at,0.37416615,0.16044938,,,,
1567036_at,0.3742785,0.07429396,,,,
243243_at,0.37428403,-0.06136024,,,,
1566303_s_at,0.37429524,-0.12312166,,,,
227241_at,0.37431094,0.25146533,,,,
242740_at,0.37431467,-0.07216232,,,,
243188_at,0.37435603,0.1266069,,,,
1569157_s_at,0.37436581,0.18993333,,,,
232151_at,0.37437234,-0.45964296,,,,
1569767_at,0.37438348,-0.04761023,,,,
50965_at,0.3744093,-0.21900433,,,,
237122_at,0.37442105,-0.04107804,,,,
218200_s_at,0.3744244,0.11419688,,,,
230447_at,0.37442737,0.12765735,,,,
204835_at,0.37449654,-0.20263106,,,,
227281_at,0.37454136,-0.11969546,,,,
230200_at,0.37454815,0.1421039,,,,
1560491_at,0.37455353,0.046249,,,,
218963_s_at,0.37456193,0.57339391,,,,
1569039_s_at,0.37459554,0.14641494,,,,
1558421_a_at,0.37459695,-0.06652846,,,,
222661_at,0.37463804,0.09215868,,,,
1562476_at,0.37467292,-0.04089094,,,,
1557417_s_at,0.37468353,0.0673571,,,,
211811_s_at,0.37468544,-0.11812757,,,,
1569144_a_at,0.37469266,0.17173092,,,,
212413_at,0.37471229,0.19961754,,,,
218712_at,0.37472294,0.12713726,,,,
240293_at,0.37477555,0.12357771,,,,
237665_at,0.37479604,-0.10845998,,,,
237653_at,0.37481076,-0.06207377,,,,
223285_s_at,0.37481546,-0.17001586,,,,
1553002_at,0.37483128,-0.05667383,,,,
227826_s_at,0.37483313,0.39021272,,,,
233421_s_at,0.37485074,-0.10394697,,,,
206188_at,0.37485299,0.15258396,,,,
241972_at,0.37487588,0.13459068,,,,
231860_at,0.37489046,0.10613084,,,,
240387_at,0.37489489,-0.0648116,,,,
234845_at,0.37491037,-0.0454066,,,,
244434_at,0.37491461,-0.26053782,,,,
225528_at,0.37491744,0.0724003,,,,
233672_s_at,0.37492271,0.03327394,,,,
1567375_at,0.37495983,-0.03874397,,,,
202287_s_at,0.37496526,-0.0669323,,,,
243896_at,0.37496851,0.05747655,,,,
236422_at,0.37502331,-0.12381537,,,,
200802_at,0.37503632,-0.1119947,,,,
223439_at,0.37504297,0.11370715,,,,
244548_at,0.3750819,-0.12604354,,,,
1559083_x_at,0.37513118,0.07541706,,,,
228984_at,0.37521086,-0.09224079,,,,
233431_x_at,0.3752462,0.1061004,,,,
231439_at,0.37530381,-0.36385475,,,,
227945_at,0.37531959,-0.15362641,,,,
201794_s_at,0.37532119,-0.11072816,,,,
1570213_at,0.37532649,0.03205597,,,,
240187_at,0.37533492,0.12158609,,,,
217234_s_at,0.37533558,-0.30625101,,,,
210652_s_at,0.3753545,-0.46516932,,,,
235490_at,0.37538298,-0.09399252,,,,
239925_at,0.37539625,0.06106792,,,,
216336_x_at,0.37539916,0.31109032,,,,
230516_at,0.37540086,0.14256484,,,,
212421_at,0.37540734,-0.13321062,,,,
234430_at,0.37546282,-0.0557949,,,,
1556985_at,0.37547245,0.05467096,,,,
232986_at,0.37547773,0.10065368,,,,
237451_x_at,0.37549827,-0.06838102,,,,
214110_s_at,0.37558466,0.2975433,,,,
220679_s_at,0.37558684,-0.14323614,,,,
234552_at,0.37559571,-0.11501766,,,,
219941_at,0.37560333,-0.0741545,,,,
211871_x_at,0.37561431,0.12756875,,,,
235037_at,0.3756154,0.14834184,,,,
1560537_at,0.37564395,-0.06020754,,,,
226292_at,0.37565283,-0.25639815,,,,
235528_at,0.37568141,-0.10590494,,,,
240756_at,0.37570017,-0.06792888,,,,
1554554_at,0.37570278,-0.05621452,,,,
228323_at,0.37571811,0.21823339,,,,
217308_at,0.37572946,-0.06294345,,,,
201726_at,0.37573195,0.09075745,,,,
206539_s_at,0.37577788,-0.22712146,,,,
213792_s_at,0.37578258,0.18660375,,,,
203593_at,0.37578298,-0.19807153,,,,
224007_at,0.37579126,-0.05400582,,,,
1555363_s_at,0.37579336,0.18919617,,,,
204175_at,0.37580067,0.13150363,,,,
227289_at,0.3758083,0.26226779,,,,
35776_at,0.37586115,0.14862602,,,,
229003_x_at,0.37586329,-0.05479397,,,,
232614_at,0.37586935,0.21695966,,,,
215614_at,0.37588966,-0.0521792,,,,
226715_at,0.37593591,-0.14262213,,,,
216991_at,0.37596751,-0.05465229,,,,
220227_at,0.37601368,0.10268276,,,,
203080_s_at,0.37608292,0.14345771,,,,
1554152_a_at,0.37609584,-0.10938607,,,,
1557690_x_at,0.37613043,-0.05838934,,,,
235931_at,0.3761345,0.22696688,,,,
214818_at,0.37614085,-0.06222387,,,,
244263_at,0.37615331,-0.0568081,,,,
227773_at,0.37617844,-0.08587125,,,,
1553972_a_at,0.3761807,0.38857978,,,,
52837_at,0.37620491,-0.25373724,,,,
222752_s_at,0.37622729,0.16678792,,,,
1566439_at,0.37624712,-0.03328548,,,,
217471_at,0.37625332,0.04546704,,,,
234297_at,0.3762609,-0.20412323,,,,
238878_at,0.37626532,0.38040836,,,,
232417_x_at,0.37627508,-0.10606735,,,,
222637_at,0.37630995,0.1603096,,,,
223319_at,0.37631644,0.21800163,,,,
236329_at,0.37633899,-0.06299804,,,,
221280_s_at,0.37633953,0.13886709,,,,
237765_at,0.37637245,0.45209587,,,,
215097_at,0.37640498,-0.04944762,,,,
214771_x_at,0.37642187,0.13026202,,,,
230340_s_at,0.37642527,0.10468846,,,,
1554710_at,0.3764326,-0.05890477,,,,
1554133_at,0.37645098,0.03479628,,,,
221828_s_at,0.37646223,0.11887849,,,,
219598_s_at,0.37646602,0.11634166,,,,
230190_at,0.37646694,-0.08195131,,,,
224838_at,0.37649394,0.16565167,,,,
221387_at,0.37649756,-0.05299275,,,,
200628_s_at,0.37653835,-0.24429602,,,,
232195_at,0.37654767,0.36310767,,,,
236146_at,0.37654802,0.1394766,,,,
227131_at,0.37654873,0.15897635,,,,
204290_s_at,0.37655249,0.34100284,,,,
1557802_at,0.37655542,-0.10348713,,,,
238299_at,0.37657485,0.2199436,,,,
234288_at,0.37657667,-0.0441528,,,,
220163_s_at,0.37661045,-0.07307879,,,,
1558102_at,0.37661289,0.28377659,,,,
222464_s_at,0.37661513,0.12739023,,,,
223110_at,0.37664119,-0.14788616,,,,
205467_at,0.37664601,-0.1473757,,,,
1563318_s_at,0.37665103,-0.10898521,,,,
231836_at,0.37665913,0.1670258,,,,
212376_s_at,0.37669759,0.09264894,,,,
240338_at,0.37669795,0.0576959,,,,
1561599_at,0.37671874,0.07938802,,,,
214018_at,0.3767252,0.06600955,,,,
212697_at,0.3767302,-0.10773031,,,,
240097_at,0.37673754,-0.06469131,,,,
222012_at,0.37673814,-0.05807308,,,,
223946_at,0.37676629,0.19164854,,,,
223886_s_at,0.37677399,0.10128236,,,,
208492_at,0.37678176,-0.08975102,,,,
1557566_at,0.37679015,0.03884833,,,,
205753_at,0.37679149,0.86437512,,,,
220539_at,0.37682717,0.07810536,,,,
1552837_at,0.37683256,0.03338929,,,,
203643_at,0.37683355,0.1444121,,,,
235034_at,0.3768767,-0.06491664,,,,
223548_at,0.37690722,0.11419538,,,,
200939_s_at,0.37691685,-0.08860805,,,,
207249_s_at,0.37691905,-0.18525011,,,,
229413_s_at,0.37693945,0.21053049,,,,
211635_x_at,0.37693955,-0.30461742,,,,
213607_x_at,0.37694333,-0.16067848,,,,
202544_at,0.37696719,0.12287168,,,,
209915_s_at,0.37697256,0.19208524,,,,
207984_s_at,0.37698434,0.10119409,,,,
206408_at,0.37699506,-0.23766204,,,,
1563018_at,0.37701333,-0.07035125,,,,
236872_at,0.37702953,-0.05579831,,,,
217363_x_at,0.37703414,-0.05378959,,,,
239116_at,0.37705532,-0.06559109,,,,
241837_at,0.37709505,0.13465667,,,,
228454_at,0.37713057,-0.16251796,,,,
221248_s_at,0.37713393,0.09649904,,,,
222614_at,0.37714241,0.17740886,,,,
1557486_at,0.37714368,-0.04178676,,,,
206737_at,0.37715407,-0.25292658,,,,
218533_s_at,0.37715503,-0.14275297,,,,
1554038_at,0.37715795,0.09317461,,,,
219701_at,0.37720254,0.14920602,,,,
211338_at,0.37722099,-0.04720219,,,,
207181_s_at,0.37724644,-0.16586686,,,,
219496_at,0.37725546,0.18838786,,,,
214875_x_at,0.37725713,-0.21611199,,,,
1560402_at,0.37726557,-0.09483419,,,,
207731_at,0.37728994,0.04548427,,,,
241760_x_at,0.37730238,-0.03049863,,,,
204949_at,0.37732869,-0.21834863,,,,
205523_at,0.37733283,0.350037,,,,
202623_at,0.37733745,0.11601665,,,,
209960_at,0.3773533,-0.37604009,,,,
219354_at,0.37736145,-0.14055011,,,,
235050_at,0.37736247,-0.22892426,,,,
231176_at,0.37737562,0.1088219,,,,
216510_x_at,0.37741607,-0.45762795,,,,
1568646_x_at,0.3774384,0.10408247,,,,
204241_at,0.37743945,0.17989956,,,,
226754_at,0.37744014,0.16076918,,,,
209590_at,0.37744863,0.30011034,,,,
242535_at,0.37748328,-0.0838635,,,,
228214_at,0.37752706,0.29594317,,,,
234717_at,0.3775336,-0.05339374,,,,
1554962_a_at,0.37758492,-0.13235863,,,,
231987_at,0.37759884,-0.07170406,,,,
229532_at,0.37762781,0.20992162,,,,
205182_s_at,0.37767824,-0.10738979,,,,
1561196_at,0.37769625,0.04379161,,,,
219381_at,0.37769894,0.23288714,,,,
1556655_s_at,0.37772373,0.04896409,,,,
228286_at,0.37774328,0.14521054,,,,
215704_at,0.37777424,0.46778592,,,,
218521_s_at,0.37781088,0.16907973,,,,
240492_at,0.37781541,0.07822574,,,,
205425_at,0.37781944,0.18756896,,,,
221015_s_at,0.37784026,-0.11802638,,,,
204022_at,0.37784033,-0.1114951,,,,
1562063_x_at,0.3778655,0.13057639,,,,
237244_at,0.37787333,-0.08315878,,,,
1553411_s_at,0.37787765,-0.04181505,,,,
200807_s_at,0.37790621,0.12005849,,,,
209534_x_at,0.3779121,-0.13943944,,,,
243891_at,0.37793498,-0.06595681,,,,
1562577_at,0.37794918,-0.05549048,,,,
232060_at,0.37797465,0.47612565,,,,
207558_s_at,0.37798469,-0.37862106,,,,
208252_s_at,0.37802295,-0.07649237,,,,
239304_at,0.37802871,-0.05451238,,,,
232848_at,0.37804046,-0.05245029,,,,
242811_x_at,0.3780801,0.04695109,,,,
1555925_at,0.37809016,0.05763632,,,,
1559309_at,0.37809239,0.06909103,,,,
200988_s_at,0.37810607,0.13020475,,,,
224427_s_at,0.37813931,-0.11868032,,,,
226595_at,0.37816831,0.136069,,,,
210941_at,0.37817027,0.15476032,,,,
216978_x_at,0.3781789,0.04929634,,,,
208195_at,0.37819503,0.45665407,,,,
207529_at,0.37821413,-0.46135916,,,,
222156_x_at,0.37823953,0.17671645,,,,
238611_at,0.37825248,-0.05737805,,,,
244496_at,0.37825861,0.08113606,,,,
222834_s_at,0.37831879,0.24024741,,,,
206722_s_at,0.37832967,0.13356994,,,,
242170_at,0.37834849,0.05698098,,,,
1553644_at,0.37834869,-0.0739231,,,,
220984_s_at,0.37844979,-0.1401733,,,,
237198_at,0.37845259,0.09550224,,,,
208152_s_at,0.3784918,0.13501818,,,,
1564306_at,0.37849377,-0.04989686,,,,
213556_at,0.37850425,0.18875375,,,,
1569755_at,0.37854417,0.04216178,,,,
220840_s_at,0.37854533,0.2121447,,,,
214689_at,0.37855196,-0.06190144,,,,
226689_at,0.37856075,0.10465795,,,,
1569773_at,0.3785727,0.03512685,,,,
241982_at,0.37857292,-0.09945211,,,,
225455_at,0.37859198,0.14335359,,,,
1558561_at,0.37861802,-0.14329471,,,,
213854_at,0.37862589,0.11628114,,,,
238850_at,0.37864579,0.23727309,,,,
211989_at,0.37865408,0.11600669,,,,
237860_at,0.37868498,-0.18683303,,,,
225526_at,0.37872062,0.13801301,,,,
226609_at,0.37874484,-0.21477909,,,,
244760_at,0.37875355,-0.04337843,,,,
232744_x_at,0.37876274,0.14646446,,,,
225575_at,0.37877296,0.37188732,,,,
219489_s_at,0.37877656,0.31679223,,,,
219115_s_at,0.37880081,-0.50219982,,,,
228122_at,0.37884562,0.15848958,,,,
240912_x_at,0.37885634,-0.0746084,,,,
213342_at,0.37888994,0.1772639,,,,
219259_at,0.37890182,-0.13744955,,,,
230816_at,0.37895285,0.071773,,,,
239320_at,0.37900019,-0.07860353,,,,
212350_at,0.3790081,-0.15805785,,,,
203666_at,0.37901426,0.3474887,,,,
1552791_a_at,0.37902322,0.22799538,,,,
233402_at,0.37904083,-0.07546064,,,,
221879_at,0.37905342,-0.3985377,,,,
237622_at,0.37907998,0.17736145,,,,
239516_at,0.37909167,0.27907116,,,,
214073_at,0.37910936,0.26194833,,,,
214422_at,0.37912524,-0.0495766,,,,
205943_at,0.37913759,0.59830048,,,,
1555558_at,0.37913917,-0.03585165,,,,
237240_at,0.37914352,0.08534729,,,,
203908_at,0.37916657,-0.56983482,,,,
209535_s_at,0.37917217,0.24027247,,,,
1570169_at,0.37918437,-0.05393623,,,,
244348_at,0.37921959,-0.07360425,,,,
214791_at,0.3792566,-0.21580158,,,,
244120_at,0.37931757,-0.05624688,,,,
213405_at,0.37933405,-0.14082612,,,,
201399_s_at,0.37937894,-0.15925094,,,,
238019_at,0.37942783,0.06511506,,,,
226986_at,0.37942941,-0.12880032,,,,
214691_x_at,0.37943327,-0.16448934,,,,
241406_at,0.37945642,-0.06707165,,,,
224931_at,0.37945805,0.11429223,,,,
241820_at,0.37951369,-0.16975488,,,,
1555193_a_at,0.37951498,-0.15441729,,,,
240339_at,0.37953767,0.11011394,,,,
230595_at,0.37955769,0.19700935,,,,
1562432_at,0.37956925,0.06620458,,,,
233798_at,0.37957244,-0.05353351,,,,
235522_at,0.37963808,-0.10892217,,,,
230001_at,0.37965425,-0.09304569,,,,
203624_at,0.3796716,0.14395827,,,,
214452_at,0.3796819,-0.32544381,,,,
1566880_at,0.37970414,-0.10501279,,,,
200858_s_at,0.3797097,-0.06495912,,,,
211828_s_at,0.37971982,0.24620994,,,,
233135_at,0.37973241,-0.07067042,,,,
217493_x_at,0.37973681,-0.05722765,,,,
243865_x_at,0.37974069,0.07419109,,,,
224227_s_at,0.37975891,0.15858851,,,,
211783_s_at,0.37977068,0.17796638,,,,
218738_s_at,0.37977595,0.13484858,,,,
211223_at,0.37979567,-0.07313482,,,,
236417_at,0.37981201,0.12519001,,,,
211640_x_at,0.3798188,-0.19501341,,,,
214158_s_at,0.37985288,-0.08444616,,,,
229558_at,0.37988136,-0.11007996,,,,
1565877_at,0.37990231,0.04368603,,,,
210937_s_at,0.37990807,0.07728867,,,,
210462_at,0.37997878,0.09329599,,,,
208796_s_at,0.38001998,-0.16716101,,,,
243414_at,0.38003977,0.07040568,,,,
226192_at,0.38004636,0.49522618,,,,
1561318_at,0.38006453,-0.07673559,,,,
237316_at,0.38009567,0.06912765,,,,
1555454_at,0.38011362,-0.05652179,,,,
235500_at,0.38011643,-0.1217177,,,,
241000_at,0.38012617,-0.05530943,,,,
205032_at,0.38021841,-0.24290104,,,,
241859_at,0.38023398,0.13688738,,,,
238392_at,0.38025004,0.04986216,,,,
205111_s_at,0.3802504,-0.3371307,,,,
244192_x_at,0.38025758,-0.06364728,,,,
235647_at,0.38025779,0.15469602,,,,
221963_x_at,0.38026125,0.14296452,,,,
224156_x_at,0.38028214,0.39907122,,,,
224299_x_at,0.38028884,0.39086045,,,,
1556633_at,0.38033461,0.09736349,,,,
1561554_at,0.38034862,-0.04652074,,,,
200789_at,0.38035699,0.17009546,,,,
201061_s_at,0.38038075,0.22492944,,,,
210069_at,0.38039228,0.29188541,,,,
237369_at,0.38040097,0.10675456,,,,
215598_at,0.38041268,0.09196464,,,,
236642_at,0.38043513,-0.05520951,,,,
240769_at,0.38046026,0.08584947,,,,
215713_at,0.38046028,-0.04399159,,,,
