 ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,miRNA_ID_LIST
MIMAT0027570,0.51,0.00182,3.23128,-2.13,0.91617,MIMAT0027570,hsa-miR-6835-5p
MIMAT0004561,0.51,0.00201,3.19945,-2.18,0.76945,MIMAT0004561,hsa-miR-187-5p
MIMAT0003336,0.51,0.003,3.06621,-2.4,0.81994,MIMAT0003336,hsa-miR-658
MIMAT0005867,0.51,0.00448,2.92985,-2.61,0.67482,MIMAT0005867,hsa-miR-663b
MIMAT0031119,0.51,0.00537,2.86655,-2.71,0.7687,MIMAT0031119,hsa-miR-1199-5p
MIMAT0031095,0.51,0.00584,2.83654,-2.75,0.6574,MIMAT0031095,hsa-miR-128-2-5p
MIMAT0027583,0.51,0.0059,2.83333,-2.76,0.66006,MIMAT0027583,hsa-miR-6840-3p
MIMAT0027670,0.51,0.00649,2.79938,-2.81,0.61646,MIMAT0027670,hsa-miR-6885-5p
MIMAT0019219,0.526,0.00856,2.69957,-2.96,0.84823,MIMAT0019219,hsa-miR-3619-3p
MIMAT0027552,0.526,0.0086,2.69751,-2.96,0.68125,MIMAT0027552,hsa-miR-6826-5p
MIMAT0019711,0.526,0.00952,2.66035,-3.02,0.62441,MIMAT0019711,hsa-miR-4649-5p
MIMAT0004804,0.526,0.0109,2.61,-3.09,0.69481,MIMAT0004804,hsa-miR-615-5p
MIMAT0019071,0.526,0.01159,2.58704,-3.12,0.57012,MIMAT0019071,hsa-miR-4532
MIMAT0002847,0.526,0.01947,2.38708,-3.39,0.66433,MIMAT0002847,hsa-miR-518c-5p
MIMAT0030990,0.526,0.01952,2.3862,-3.4,0.59816,MIMAT0030990,hsa-miR-8063
MIMAT0019883,0.526,0.01995,2.37755,-3.41,0.58762,MIMAT0019883,hsa-miR-4747-3p
MIMAT0019756,0.526,0.02015,2.37345,-3.41,0.51096,MIMAT0019756,hsa-miR-4674
MIMAT0018068,0.526,0.02319,2.3173,-3.49,0.53292,MIMAT0018068,hsa-miR-3648
MIMAT0018444,0.526,0.0238,2.30671,-3.5,0.58547,MIMAT0018444,hsa-miR-642b-3p
MIMAT0018065,0.526,0.02461,2.2931,-3.52,0.58107,MIMAT0018065,hsa-miR-3646
MIMAT0004911,0.526,0.02486,2.289,-3.52,0.54279,MIMAT0004911,hsa-miR-874-3p
MIMAT0019211,0.526,0.02629,2.26611,-3.55,0.62841,MIMAT0019211,hsa-miR-3158-5p
MIMAT0022943,0.526,0.02826,2.23638,-3.59,0.56819,MIMAT0022943,hsa-miR-1233-5p
MIMAT0022698,0.526,0.02929,2.22157,-3.61,0.59905,MIMAT0022698,hsa-miR-345-3p
MIMAT0026622,0.526,0.03068,2.20237,-3.63,0.73162,MIMAT0026622,hsa-miR-619-5p
MIMAT0016879,0.526,0.0317,2.18861,-3.65,0.42761,MIMAT0016879,hsa-miR-4258
MIMAT0022742,0.526,0.03176,2.18785,-3.65,0.59691,MIMAT0022742,hsa-miR-1273g-3p
MIMAT0002807,0.526,0.03687,2.12462,-3.73,0.63339,MIMAT0002807,hsa-miR-491-5p
MIMAT0003337,0.526,0.03764,2.11582,-3.74,0.5828,MIMAT0003337,hsa-miR-659-3p
MIMAT0004687,0.526,0.03768,2.11538,-3.74,0.60802,MIMAT0004687,hsa-miR-371a-5p
MIMAT0019053,0.526,0.03784,2.11352,-3.74,0.46223,MIMAT0019053,hsa-miR-4516
MIMAT0026474,0.526,0.03886,2.10208,-3.76,0.53578,MIMAT0026474,hsa-miR-208a-5p
MIMAT0019858,0.526,0.03912,2.09926,-3.76,0.58369,MIMAT0019858,hsa-miR-4733-3p
MIMAT0003887,0.526,0.04139,2.07489,-3.79,0.62211,MIMAT0003887,hsa-miR-769-3p
MIMAT0021127,0.526,0.04424,2.04578,-3.82,0.58546,MIMAT0021127,hsa-miR-5195-3p
MIMAT0004762,0.526,0.0443,2.04519,-3.82,0.47097,MIMAT0004762,hsa-miR-486-3p
MIMAT0004952,0.526,0.04446,2.04359,-3.82,0.52713,MIMAT0004952,hsa-miR-665
MIMAT0022694,0.526,0.04632,2.02565,-3.85,0.45113,MIMAT0022694,hsa-miR-211-3p
MIMAT0019862,0.526,0.04729,2.01645,-3.86,0.50177,MIMAT0019862,hsa-miR-4736
MIMAT0019757,0.526,0.05035,1.98857,-3.89,0.4959,MIMAT0019757,hsa-miR-4675
MIMAT0019922,0.526,0.05149,1.97864,-3.9,0.64719,MIMAT0019922,hsa-miR-4769-5p
MIMAT0012735,0.526,0.05265,1.96859,-3.91,0.44244,MIMAT0012735,hsa-miR-718
MIMAT0019852,0.526,0.05313,1.96451,-3.92,0.49163,MIMAT0019852,hsa-miR-4730
MIMAT0003307,0.526,0.05347,1.96168,-3.92,0.56905,MIMAT0003307,hsa-miR-637
MIMAT0016901,0.526,0.05391,1.95798,-3.92,0.55712,MIMAT0016901,hsa-miR-4271
MIMAT0027377,0.526,0.05481,1.95053,-3.93,0.52485,MIMAT0027377,hsa-miR-6738-5p
MIMAT0023694,0.526,0.05573,1.94296,-3.94,0.49461,MIMAT0023694,hsa-miR-6069
MIMAT0018085,0.526,0.05778,1.92658,-3.96,0.38782,MIMAT0018085,hsa-miR-3663-3p
MIMAT0018079,0.526,0.05981,1.91074,-3.98,0.53264,MIMAT0018079,hsa-miR-1273e
MIMAT0004284,0.526,0.06069,1.9041,-3.98,0.51071,MIMAT0004284,hsa-miR-675-5p
MIMAT0019771,0.526,0.06098,1.90188,-3.98,0.54206,MIMAT0019771,hsa-miR-4685-5p
MIMAT0028109,0.526,0.06146,1.89826,-3.99,0.52407,MIMAT0028109,hsa-miR-7106-5p
MIMAT0027353,0.526,0.06178,1.89587,-3.99,0.48619,MIMAT0027353,hsa-miR-6726-5p
MIMAT0027630,0.526,0.06197,1.89449,-3.99,0.50867,MIMAT0027630,hsa-miR-6865-5p
MIMAT0015079,0.526,0.06277,1.88858,-4,0.44814,MIMAT0015079,hsa-miR-3195
MIMAT0027597,0.526,0.06458,1.87543,-4.01,0.4876,MIMAT0027597,hsa-miR-6848-3p
MIMAT0018960,0.526,0.06509,1.87182,-4.02,0.46349,MIMAT0018960,hsa-miR-4442
MIMAT0018965,0.526,0.06531,1.87022,-4.02,0.42717,MIMAT0018965,hsa-miR-4446-3p
MIMAT0027512,0.526,0.06565,1.86778,-4.02,0.43778,MIMAT0027512,hsa-miR-6806-5p
MIMAT0014984,0.526,0.06639,1.86257,-4.03,0.48359,MIMAT0014984,hsa-miR-3122
MIMAT0016907,0.526,0.06799,1.85147,-4.04,0.46823,MIMAT0016907,hsa-miR-4281
MIMAT0027456,0.526,0.06827,1.84956,-4.04,0.6174,MIMAT0027456,hsa-miR-6778-5p
MIMAT0018185,0.526,0.07308,1.81757,-4.08,0.58678,MIMAT0018185,hsa-miR-3911
MIMAT0019691,0.526,0.07627,1.7973,-4.1,0.41924,MIMAT0019691,hsa-miR-4634
MIMAT0007400,0.526,0.07633,1.79692,-4.1,0.49586,MIMAT0007400,hsa-miR-1538
MIMAT0016865,0.526,0.07687,1.79352,-4.1,0.39389,MIMAT0016865,hsa-miR-4313
MIMAT0022286,0.526,0.07724,1.79128,-4.1,0.56218,MIMAT0022286,hsa-miR-5585-3p
MIMAT0026612,0.526,0.07812,1.78586,-4.11,0.40149,MIMAT0026612,hsa-miR-504-3p
MIMAT0030426,0.526,0.0799,1.77504,-4.12,0.49826,MIMAT0030426,hsa-miR-7851-3p
MIMAT0027560,0.526,0.08015,1.77357,-4.12,0.4895,MIMAT0027560,hsa-miR-6830-5p
MIMAT0019738,0.526,0.08019,1.77332,-4.12,0.51987,MIMAT0019738,hsa-miR-4664-3p
MIMAT0023713,0.526,0.08082,1.76956,-4.13,0.46716,MIMAT0023713,hsa-miR-6088
MIMAT0017987,0.526,0.08273,1.7583,-4.14,0.42918,MIMAT0017987,hsa-miR-3610
MIMAT0027371,0.526,0.08361,1.75315,-4.14,0.48996,MIMAT0027371,hsa-miR-6735-5p
MIMAT0019978,0.526,0.08429,1.74923,-4.15,0.43652,MIMAT0019978,hsa-miR-4800-5p
MIMAT0021039,0.526,0.08586,1.74032,-4.16,0.45325,MIMAT0021039,hsa-miR-5008-5p
MIMAT0027478,0.526,0.08861,1.72494,-4.17,0.38145,MIMAT0027478,hsa-miR-6789-5p
MIMAT0019919,0.526,0.08996,1.71755,-4.18,0.3987,MIMAT0019919,hsa-miR-4767
MIMAT0019723,0.526,0.09215,1.70571,-4.19,0.42725,MIMAT0019723,hsa-miR-4656
MIMAT0020601,0.526,0.0951,1.69016,-4.21,0.49481,MIMAT0020601,hsa-miR-1273f
MIMAT0019073,0.526,0.09612,1.68489,-4.21,0.4943,MIMAT0019073,hsa-miR-4534
MIMAT0027356,0.526,0.10054,1.66247,-4.23,0.46692,MIMAT0027356,hsa-miR-6727-3p
MIMAT0019017,0.526,0.10104,1.65999,-4.24,0.47721,MIMAT0019017,hsa-miR-4483
MIMAT0019810,0.526,0.10106,1.65989,-4.24,0.51377,MIMAT0019810,hsa-miR-4708-3p
MIMAT0027385,0.526,0.102,1.65529,-4.24,0.46854,MIMAT0027385,hsa-miR-6742-5p
MIMAT0000756,0.526,0.10221,1.65424,-4.24,0.48246,MIMAT0000756,hsa-miR-326
MIMAT0027638,0.526,0.10257,1.65245,-4.24,0.37055,MIMAT0027638,hsa-miR-6869-5p
MIMAT0004792,0.526,0.10315,1.64963,-4.25,0.37202,MIMAT0004792,hsa-miR-92b-5p
MIMAT0019778,0.526,0.10376,1.64666,-4.25,0.4304,MIMAT0019778,hsa-miR-4689
MIMAT0019882,0.526,0.10615,1.63519,-4.26,0.41448,MIMAT0019882,hsa-miR-4747-5p
MIMAT0019888,0.526,0.10648,1.63362,-4.26,0.43175,MIMAT0019888,hsa-miR-4751
MIMAT0003270,0.526,0.10669,1.63262,-4.26,0.39146,MIMAT0003270,hsa-miR-602
MIMAT0027494,0.526,0.10705,1.63094,-4.26,0.45295,MIMAT0027494,hsa-miR-6797-5p
MIMAT0027424,0.526,0.10719,1.63026,-4.26,0.40339,MIMAT0027424,hsa-miR-6762-5p
MIMAT0027355,0.526,0.10924,1.62067,-4.27,0.35847,MIMAT0027355,hsa-miR-6727-5p
MIMAT0018966,0.526,0.10991,1.61757,-4.28,0.42167,MIMAT0018966,hsa-miR-4447
MIMAT0018087,0.526,0.11271,1.60472,-4.29,0.33128,MIMAT0018087,hsa-miR-3665
MIMAT0021128,0.526,0.11446,1.59681,-4.3,0.44577,MIMAT0021128,hsa-miR-5196-5p
MIMAT0027563,0.526,0.11453,1.59652,-4.3,0.44842,MIMAT0027563,hsa-miR-6831-3p
MIMAT0027674,0.526,0.1154,1.59263,-4.3,0.42111,MIMAT0027674,hsa-miR-6887-5p
MIMAT0016880,0.526,0.11722,1.58458,-4.31,0.4189,MIMAT0016880,hsa-miR-4259
MIMAT0027460,0.526,0.11834,1.57967,-4.31,0.38918,MIMAT0027460,hsa-miR-6780a-5p
MIMAT0025475,0.526,0.11867,1.57822,-4.31,0.44935,MIMAT0025475,hsa-miR-6509-3p
MIMAT0010133,0.526,0.11873,1.57796,-4.31,0.37851,MIMAT0010133,hsa-miR-2110
MIMAT0004800,0.526,0.11876,1.57785,-4.31,0.45465,MIMAT0004800,hsa-miR-550a-5p
MIMAT0015078,0.526,0.11968,1.57384,-4.32,0.44062,MIMAT0015078,hsa-miR-3194-5p
MIMAT0003326,0.526,0.11979,1.57337,-4.32,0.33537,MIMAT0003326,hsa-miR-663a
MIMAT0027439,0.526,0.12095,1.56838,-4.32,0.45093,MIMAT0027439,hsa-miR-6769a-3p
MIMAT0004761,0.526,0.12113,1.56763,-4.32,0.48402,MIMAT0004761,hsa-miR-483-5p
MIMAT0003221,0.526,0.12137,1.56658,-4.32,0.44278,MIMAT0003221,hsa-miR-557
MIMAT0007890,0.526,0.12257,1.5615,-4.33,0.40741,MIMAT0007890,hsa-miR-1914-3p
MIMAT0027414,0.526,0.12555,1.54898,-4.34,0.41497,MIMAT0027414,hsa-miR-6757-5p
MIMAT0027398,0.526,0.12708,1.54264,-4.35,0.37543,MIMAT0027398,hsa-miR-6749-5p
MIMAT0015055,0.526,0.13303,1.51856,-4.37,0.35886,MIMAT0015055,hsa-miR-3178
MIMAT0019853,0.526,0.13381,1.51547,-4.37,0.41694,MIMAT0019853,hsa-miR-4731-5p
MIMAT0027673,0.526,0.13704,1.5028,-4.38,0.4667,MIMAT0027673,hsa-miR-6886-3p
MIMAT0027490,0.526,0.14026,1.4904,-4.39,0.39628,MIMAT0027490,hsa-miR-6795-5p
MIMAT0027551,0.526,0.14105,1.48741,-4.4,0.40969,MIMAT0027551,hsa-miR-6825-3p
MIMAT0027590,0.526,0.14129,1.48649,-4.4,0.35246,MIMAT0027590,hsa-miR-6845-5p
MIMAT0027403,0.526,0.14296,1.48019,-4.4,0.44535,MIMAT0027403,hsa-miR-6751-3p
MIMAT0028111,0.526,0.14337,1.47865,-4.4,0.38727,MIMAT0028111,hsa-miR-7107-5p
MIMAT0019893,0.526,0.14375,1.47723,-4.4,0.38483,MIMAT0019893,hsa-miR-371b-3p
MIMAT0007883,0.526,0.14397,1.4764,-4.41,0.33634,MIMAT0007883,hsa-miR-1909-3p
MIMAT0026618,0.526,0.14511,1.47215,-4.41,0.41141,MIMAT0026618,hsa-miR-585-5p
MIMAT0015075,0.526,0.14568,1.47007,-4.41,0.38151,MIMAT0015075,hsa-miR-3191-3p
MIMAT0019940,0.526,0.14582,1.46956,-4.41,0.42437,MIMAT0019940,hsa-miR-4436b-5p
MIMAT0018968,0.526,0.14679,1.46597,-4.41,0.3754,MIMAT0018968,hsa-miR-4449
MIMAT0019744,0.526,0.14718,1.46453,-4.42,0.4453,MIMAT0019744,hsa-miR-4667-3p
MIMAT0026916,0.526,0.14824,1.46063,-4.42,0.27044,MIMAT0026916,hsa-miR-1908-3p
MIMAT0004957,0.526,0.14864,1.45919,-4.42,0.34564,MIMAT0004957,hsa-miR-760
MIMAT0005459,0.526,0.14866,1.45913,-4.42,0.47942,MIMAT0005459,hsa-miR-1224-3p
MIMAT0019050,0.526,0.14872,1.45889,-4.42,0.36126,MIMAT0019050,hsa-miR-4513
MIMAT0022938,0.526,0.1491,1.45752,-4.42,0.42145,MIMAT0022938,hsa-miR-937-5p
MIMAT0028124,0.526,0.15002,1.45419,-4.42,0.41864,MIMAT0028124,hsa-miR-7113-3p
MIMAT0019791,0.526,0.15084,1.45123,-4.43,0.36517,MIMAT0019791,hsa-miR-4697-5p
MIMAT0027620,0.526,0.15086,1.45115,-4.43,0.39795,MIMAT0027620,hsa-miR-6769b-5p
MIMAT0019806,0.526,0.15093,1.45088,-4.43,0.31362,MIMAT0019806,hsa-miR-4706
MIMAT0019755,0.526,0.15299,1.44352,-4.43,0.34379,MIMAT0019755,hsa-miR-4673
MIMAT0019845,0.526,0.15565,1.4341,-4.44,0.3486,MIMAT0019845,hsa-miR-4726-5p
MIMAT0027510,0.526,0.15605,1.43271,-4.44,0.38144,MIMAT0027510,hsa-miR-6805-5p
MIMAT0027645,0.526,0.15716,1.42882,-4.45,0.38515,MIMAT0027645,hsa-miR-6872-3p
MIMAT0019775,0.526,0.15729,1.42836,-4.45,0.40617,MIMAT0019775,hsa-miR-4687-3p
MIMAT0022731,0.526,0.15755,1.42746,-4.45,0.44611,MIMAT0022731,hsa-miR-3184-3p
MIMAT0021082,0.526,0.1597,1.42002,-4.45,0.35239,MIMAT0021082,hsa-miR-5090
MIMAT0027354,0.526,0.15997,1.41909,-4.45,0.40946,MIMAT0027354,hsa-miR-6726-3p
MIMAT0027626,0.526,0.16044,1.41748,-4.46,0.42108,MIMAT0027626,hsa-miR-6862-3p
MIMAT0027408,0.526,0.16046,1.41739,-4.46,0.43077,MIMAT0027408,hsa-miR-6754-5p
MIMAT0027501,0.526,0.16114,1.41505,-4.46,0.379,MIMAT0027501,hsa-miR-6800-3p
MIMAT0000752,0.526,0.16241,1.41073,-4.46,0.41669,MIMAT0000752,hsa-miR-328-3p
MIMAT0003945,0.526,0.16348,1.40711,-4.46,0.42516,MIMAT0003945,hsa-miR-765
MIMAT0019700,0.526,0.16521,1.40128,-4.47,0.36422,MIMAT0019700,hsa-miR-4640-3p
MIMAT0000690,0.526,0.16647,1.39705,-4.47,0.33286,MIMAT0000690,hsa-miR-296-5p
MIMAT0019034,0.526,0.16664,1.3965,-4.47,0.3625,MIMAT0019034,hsa-miR-4419b
MIMAT0004682,0.526,0.16685,1.39577,-4.47,0.32572,MIMAT0004682,hsa-miR-361-3p
MIMAT0018191,0.526,0.16729,1.39433,-4.48,0.31583,MIMAT0018191,hsa-miR-3917
MIMAT0019776,0.526,0.16738,1.394,-4.48,0.33074,MIMAT0019776,hsa-miR-1343-3p
MIMAT0027527,0.526,0.16966,1.38648,-4.48,0.37189,MIMAT0027527,hsa-miR-6813-3p
MIMAT0016904,0.526,0.17044,1.38393,-4.48,0.38409,MIMAT0016904,hsa-miR-4276
MIMAT0010313,0.526,0.17201,1.3788,-4.49,0.30038,MIMAT0010313,hsa-miR-762
MIMAT0019957,0.526,0.17231,1.37781,-4.49,0.35588,MIMAT0019957,hsa-miR-4787-3p
MIMAT0018004,0.526,0.17232,1.37777,-4.49,0.40451,MIMAT0018004,hsa-miR-3622a-3p
MIMAT0004674,0.526,0.17261,1.37685,-4.49,0.38289,MIMAT0004674,hsa-miR-30c-1-3p
MIMAT0027524,0.526,0.17313,1.37516,-4.49,0.36345,MIMAT0027524,hsa-miR-6812-5p
MIMAT0027362,0.526,0.17399,1.37237,-4.49,0.37984,MIMAT0027362,hsa-miR-6730-3p
MIMAT0019884,0.526,0.17399,1.37236,-4.49,0.39257,MIMAT0019884,hsa-miR-4748
MIMAT0022713,0.526,0.17437,1.37115,-4.49,0.26389,MIMAT0022713,hsa-miR-1185-2-3p
MIMAT0026475,0.526,0.17457,1.37052,-4.49,0.39399,MIMAT0026475,hsa-miR-210-5p
MIMAT0028220,0.526,0.17526,1.36828,-4.5,0.35309,MIMAT0028220,hsa-miR-7155-5p
MIMAT0027427,0.526,0.17671,1.36365,-4.5,0.32988,MIMAT0027427,hsa-miR-6763-3p
MIMAT0027617,0.526,0.17716,1.36222,-4.5,0.3916,MIMAT0027617,hsa-miR-6858-3p
MIMAT0025487,0.526,0.17723,1.36199,-4.5,0.32537,MIMAT0025487,hsa-miR-6515-3p
MIMAT0015082,0.526,0.17842,1.35823,-4.5,0.34279,MIMAT0015082,hsa-miR-3197
MIMAT0027491,0.526,0.18012,1.35286,-4.51,0.32464,MIMAT0027491,hsa-miR-6795-3p
MIMAT0018005,0.526,0.18077,1.35082,-4.51,0.42945,MIMAT0018005,hsa-miR-3622b-5p
MIMAT0028230,0.526,0.18144,1.34872,-4.51,0.34473,MIMAT0028230,hsa-miR-7160-5p
MIMAT0000725,0.526,0.18186,1.34741,-4.51,0.30826,MIMAT0000725,hsa-miR-373-5p
MIMAT0019839,0.526,0.18209,1.34668,-4.51,0.40709,MIMAT0019839,hsa-miR-4723-3p
MIMAT0027682,0.526,0.1832,1.34322,-4.52,0.40767,MIMAT0027682,hsa-miR-6891-5p
MIMAT0027504,0.526,0.1839,1.34106,-4.52,0.36736,MIMAT0027504,hsa-miR-6802-5p
MIMAT0021129,0.526,0.184,1.34074,-4.52,0.42955,MIMAT0021129,hsa-miR-5196-3p
MIMAT0016896,0.526,0.18463,1.33882,-4.52,0.37487,MIMAT0016896,hsa-miR-4268
MIMAT0027554,0.526,0.18472,1.33852,-4.52,0.34949,MIMAT0027554,hsa-miR-6827-5p
MIMAT0006765,0.526,0.18532,1.33667,-4.52,0.46562,MIMAT0006765,hsa-miR-1825
MIMAT0026718,0.526,0.18629,1.3337,-4.52,0.34695,MIMAT0026718,hsa-miR-874-5p
MIMAT0027689,0.526,0.18668,1.33252,-4.53,0.364,MIMAT0027689,hsa-miR-6894-3p
MIMAT0027559,0.526,0.18767,1.32949,-4.53,0.405,MIMAT0027559,hsa-miR-6829-3p
MIMAT0020924,0.526,0.18839,1.32728,-4.53,0.38195,MIMAT0020924,hsa-miR-642a-3p
MIMAT0019846,0.526,0.18849,1.327,-4.53,0.3468,MIMAT0019846,hsa-miR-4726-3p
MIMAT0005939,0.526,0.18955,1.32377,-4.53,0.52425,MIMAT0005939,hsa-miR-1281
MIMAT0027569,0.526,0.18956,1.32374,-4.53,0.37729,MIMAT0027569,hsa-miR-6834-3p
MIMAT0027591,0.526,0.19104,1.31928,-4.54,0.38568,MIMAT0027591,hsa-miR-6845-3p
MIMAT0030422,0.526,0.19169,1.31735,-4.54,0.34985,MIMAT0030422,hsa-miR-7847-3p
MIMAT0027481,0.526,0.19204,1.31628,-4.54,0.37717,MIMAT0027481,hsa-miR-6790-3p
MIMAT0027631,0.526,0.19314,1.31299,-4.54,0.36848,MIMAT0027631,hsa-miR-6865-3p
MIMAT0015024,0.526,0.19336,1.31235,-4.54,0.40015,MIMAT0015024,hsa-miR-3151-5p
MIMAT0022838,0.526,0.1935,1.31193,-4.54,0.25309,MIMAT0022838,hsa-miR-1185-1-3p
MIMAT0005826,0.526,0.19365,1.31149,-4.54,0.36612,MIMAT0005826,hsa-miR-1181
MIMAT0016875,0.526,0.19375,1.31119,-4.54,0.37237,MIMAT0016875,hsa-miR-4323
MIMAT0028120,0.526,0.1939,1.31075,-4.54,0.40966,MIMAT0028120,hsa-miR-7111-3p
MIMAT0002174,0.526,0.19413,1.31004,-4.54,0.35613,MIMAT0002174,hsa-miR-484
MIMAT0027360,0.526,0.19517,1.30698,-4.55,0.34368,MIMAT0027360,hsa-miR-6729-3p
MIMAT0007347,0.526,0.19552,1.30592,-4.55,0.2856,MIMAT0007347,hsa-miR-1469
MIMAT0027387,0.526,0.19557,1.3058,-4.55,0.29746,MIMAT0027387,hsa-miR-6743-5p
MIMAT0027436,0.526,0.19788,1.29899,-4.55,0.34544,MIMAT0027436,hsa-miR-6768-5p
MIMAT0018976,0.526,0.19826,1.29789,-4.55,0.34108,MIMAT0018976,hsa-miR-4454
MIMAT0019065,0.526,0.19864,1.29675,-4.55,0.37999,MIMAT0019065,hsa-miR-4526
MIMAT0031000,0.526,0.19878,1.29635,-4.55,0.37311,MIMAT0031000,hsa-miR-8073
MIMAT0027388,0.526,0.19907,1.2955,-4.55,0.36531,MIMAT0027388,hsa-miR-6743-3p
MIMAT0025476,0.526,0.19915,1.29529,-4.55,0.36689,MIMAT0025476,hsa-miR-6510-5p
